stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore	gene
9606.ENSP00000354554	9606.ENSP00000355265	MT-CYB	MT-ATP8	9606	0.923	0.0	0.0	0.0	0.408	0.0	0.0	0.876	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354632	MT-CYB	MT-ATP6	9606	0.998	0.0	0.0	0.0	0.966	0.06	0.0	0.967	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354632	MT-CYB	MT-ATP6	9606	0.998	0.0	0.0	0.0	0.966	0.06	0.0	0.967	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354687	MT-CYB	MT-ND1	9606	0.999	0.0	0.0	0.0	0.978	0.851	0.0	0.963	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354687	MT-CYB	MT-ND1	9606	0.999	0.0	0.0	0.0	0.978	0.851	0.0	0.963	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354961	MT-CYB	MT-ND4	9606	0.999	0.0	0.0	0.0	0.978	0.851	0.0	0.967	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354961	MT-CYB	MT-ND4	9606	0.999	0.0	0.0	0.0	0.978	0.851	0.0	0.967	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354876	MT-CYB	MT-CO2	9606	0.999	0.295	0.0	0.415	0.964	0.907	0.54	0.951	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354876	MT-CYB	MT-CO2	9606	0.999	0.295	0.0	0.415	0.964	0.907	0.54	0.951	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354982	MT-CYB	MT-CO3	9606	0.999	0.295	0.0	0.408	0.976	0.789	0.54	0.951	MT-ATP6
9606.ENSP00000354554	9606.ENSP00000354982	MT-CYB	MT-CO3	9606	0.999	0.295	0.0	0.408	0.976	0.789	0.54	0.951	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354982	MT-ATP6	MT-CO3	9606	0.998	0.0	0.0	0.218	0.968	0.181	0.0	0.951	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354982	MT-ATP6	MT-CO3	9606	0.998	0.0	0.0	0.218	0.968	0.181	0.0	0.951	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000358737	MT-ATP6	ATP5F1	9606	0.998	0.0	0.0	0.0	0.306	0.941	0.9	0.657	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000358737	MT-ATP6	ATP5F1	9606	0.998	0.0	0.0	0.0	0.306	0.941	0.9	0.657	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354876	MT-ATP6	MT-CO2	9606	0.998	0.0	0.0	0.207	0.967	0.0	0.0	0.945	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354876	MT-ATP6	MT-CO2	9606	0.998	0.0	0.0	0.207	0.967	0.0	0.0	0.945	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000355265	MT-ATP6	MT-ATP8	9606	0.999	0.0	0.0	0.0	0.5	0.788	0.9	0.979	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000355265	MT-ATP6	MT-ATP8	9606	0.999	0.0	0.0	0.0	0.5	0.788	0.9	0.979	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000381736	MT-ATP6	ATP5A1	9606	0.999	0.295	0.0	0.0	0.663	0.937	0.9	0.762	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000381736	MT-ATP6	ATP5A1	9606	0.999	0.295	0.0	0.0	0.663	0.937	0.9	0.762	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354961	MT-ATP6	MT-ND4	9606	0.999	0.216	0.0	0.0	0.968	0.0	0.0	0.967	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354961	MT-ATP6	MT-ND4	9606	0.999	0.216	0.0	0.0	0.968	0.0	0.0	0.967	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354687	MT-ATP6	MT-ND1	9606	0.999	0.254	0.0	0.0	0.968	0.0	0.0	0.965	MT-ATP6
9606.ENSP00000354632	9606.ENSP00000354687	MT-ATP6	MT-ND1	9606	0.999	0.254	0.0	0.0	0.968	0.0	0.0	0.965	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000355265	MT-ND1	MT-ATP8	9606	0.945	0.0	0.0	0.0	0.435	0.0	0.0	0.908	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000355265	MT-ND1	MT-ATP8	9606	0.945	0.0	0.0	0.0	0.435	0.0	0.0	0.908	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354982	MT-ND1	MT-CO3	9606	0.997	0.0	0.0	0.0	0.961	0.0	0.0	0.942	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354982	MT-ND1	MT-CO3	9606	0.997	0.0	0.0	0.0	0.961	0.0	0.0	0.942	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354876	MT-ND1	MT-CO2	9606	0.998	0.0	0.0	0.0	0.936	0.702	0.0	0.937	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354876	MT-ND1	MT-CO2	9606	0.998	0.0	0.0	0.0	0.936	0.702	0.0	0.937	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354961	MT-ND1	MT-ND4	9606	0.999	0.295	0.0	0.444	0.985	0.943	0.9	0.99	MT-ATP6
9606.ENSP00000354687	9606.ENSP00000354961	MT-ND1	MT-ND4	9606	0.999	0.295	0.0	0.444	0.985	0.943	0.9	0.99	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000355265	MT-CO2	MT-ATP8	9606	0.88	0.0	0.0	0.0	0.402	0.0	0.0	0.807	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000355265	MT-CO2	MT-ATP8	9606	0.88	0.0	0.0	0.0	0.402	0.0	0.0	0.807	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000381736	MT-CO2	ATP5A1	9606	0.884	0.0	0.299	0.0	0.452	0.0	0.0	0.722	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000381736	MT-CO2	ATP5A1	9606	0.884	0.0	0.299	0.0	0.452	0.0	0.0	0.722	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000354961	MT-CO2	MT-ND4	9606	0.999	0.0	0.0	0.0	0.964	0.702	0.0	0.944	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000354961	MT-CO2	MT-ND4	9606	0.999	0.0	0.0	0.0	0.964	0.702	0.0	0.944	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000354982	MT-CO2	MT-CO3	9606	0.999	0.295	0.0	0.447	0.967	0.958	0.9	0.993	MT-ATP6
9606.ENSP00000354876	9606.ENSP00000354982	MT-CO2	MT-CO3	9606	0.999	0.295	0.0	0.447	0.967	0.958	0.9	0.993	MT-ATP6
9606.ENSP00000354961	9606.ENSP00000355265	MT-ND4	MT-ATP8	9606	0.948	0.0	0.0	0.0	0.427	0.0	0.0	0.913	MT-ATP6
9606.ENSP00000354961	9606.ENSP00000355265	MT-ND4	MT-ATP8	9606	0.948	0.0	0.0	0.0	0.427	0.0	0.0	0.913	MT-ATP6
9606.ENSP00000354961	9606.ENSP00000354982	MT-ND4	MT-CO3	9606	0.998	0.0	0.0	0.0	0.972	0.0	0.0	0.951	MT-ATP6
9606.ENSP00000354961	9606.ENSP00000354982	MT-ND4	MT-CO3	9606	0.998	0.0	0.0	0.0	0.972	0.0	0.0	0.951	MT-ATP6
9606.ENSP00000354982	9606.ENSP00000355265	MT-CO3	MT-ATP8	9606	0.905	0.0	0.0	0.0	0.364	0.0	0.0	0.857	MT-ATP6
9606.ENSP00000354982	9606.ENSP00000355265	MT-CO3	MT-ATP8	9606	0.905	0.0	0.0	0.0	0.364	0.0	0.0	0.857	MT-ATP6
9606.ENSP00000355265	9606.ENSP00000381736	MT-ATP8	ATP5A1	9606	0.99	0.0	0.0	0.0	0.094	0.855	0.9	0.341	MT-ATP6
9606.ENSP00000355265	9606.ENSP00000381736	MT-ATP8	ATP5A1	9606	0.99	0.0	0.0	0.0	0.094	0.855	0.9	0.341	MT-ATP6
9606.ENSP00000355265	9606.ENSP00000358737	MT-ATP8	ATP5F1	9606	0.998	0.0	0.0	0.0	0.126	0.98	0.9	0.277	MT-ATP6
9606.ENSP00000355265	9606.ENSP00000358737	MT-ATP8	ATP5F1	9606	0.998	0.0	0.0	0.0	0.126	0.98	0.9	0.277	MT-ATP6
9606.ENSP00000358737	9606.ENSP00000381736	ATP5F1	ATP5A1	9606	0.999	0.0	0.0	0.0	0.991	0.998	0.9	0.834	MT-ATP6
9606.ENSP00000358737	9606.ENSP00000381736	ATP5F1	ATP5A1	9606	0.999	0.0	0.0	0.0	0.991	0.998	0.9	0.834	MT-ATP6
